i	Nodes	Mean	Max	Min	Median	Std	N
200	213	2.63481538636344	4.96648669242859	1.64552617073059	1.72908878326416	1.47821156665232	7
201	214	3.26685571670532	5.40439629554749	1.99688863754272	3.48811841011047	1.08168395050097	9
202	215	2.88296740055084	6.8949089050293	1.66584968566895	2.50369870662689	1.66957923351885	10
203	216	4.49256653255886	7.64149522781372	1.62060976028442	4.14573073387146	1.84185932405093	9
204	217	2.91459584236145	3.94234728813171	1.88684439659119	2.91459584236145	1.45346003335686	2
205	218	4.30607038736343	10.9075157642365	1.9588418006897	3.97838628292084	2.38273567632908	12
206	219	4.94816327095032	7.27828240394592	1.89769148826599	4.67020535469055	2.12854462954948	5
207	220	3.76954785982768	4.2567400932312	3.42226910591125	3.62963438034058	0.43447358202349	3
208	221	5.87419411114284	12.7625751495361	1.49879765510559	5.55590343475342	3.96236260000956	7
209	222	4.51728377342224	8.42955994606018	1.8327841758728	3.89153456687927	2.71413896385647	5
210	223	4.16229971249898	6.88652014732361	2.85274863243103	3.49702656269073	1.64489478306519	6
211	224	4.14322594006856	8.12542510032654	1.48027729988098	4.00288224220276	2.03957573951268	15
212	225	3.20605907440186	5.96690773963928	1.62728881835938	2.6392035484314	1.76003579047906	5
213	226	4.13109750747681	10.3837819099426	1.61164379119873	3.92718434333801	2.13208006737619	15
214	227	3.47570594151815	12.0400059223175	1.5166175365448	2.49574112892151	2.7937137382783	15
215	228	3.08646899461746	5.76070547103882	1.518887758255	2.85937058925629	1.39819280681604	16
216	229	2.68955707550049	2.89130020141602	2.48781394958496	2.68955707550049	0.285307864785282	2
217	230	4.06824787925271	7.38092112541199	1.59713220596313	4.14093136787415	1.61729881461301	17
218	231	3.21480684280395	4.81833958625793	2.05386734008789	3.09450101852417	1.00302452448439	5
219	232	4.49664025008678	8.8287947177887	1.6328010559082	4.34791660308838	2.12065479223541	16
220	233	3.76652296384176	5.88598966598511	1.88588500022888	3.28716564178467	1.31845353748928	9
221	234	3.81744826756991	5.17261338233948	1.51079988479614	4.07226800918579	1.20707934584449	13
222	235	3.74795852209392	9.01230072975159	1.49115538597107	3.10416221618652	2.31733548343767	19
223	236	4.56894443035126	14.823691368103	1.5868239402771	3.10576951503754	4.08487235779309	10
224	237	4.50203722715378	12.6614017486572	1.60965442657471	3.7859959602356	3.59565841565925	8
225	238	5.26539859317598	9.93382930755615	1.57240271568298	4.78835582733154	2.59460495406898	21
226	239	3.86720929543177	7.65831112861633	1.5388548374176	3.7986319065094	2.09602029227442	12
227	240	3.91975386937459	8.89950227737427	1.53392434120178	3.50220036506653	2.21722660371022	15
228	241	3.06532261371613	5.68444657325745	1.56534624099731	1.71895623207092	1.85828630759984	10
229	242	4.73299016271319	8.45683145523071	2.66020035743713	3.44108176231384	2.5103582017865	7
230	243	4.30662214756012	12.5441715717316	1.66530585289001	3.1726461648941	3.60632691623861	18
231	244	5.10305631679037	10.4632136821747	1.40697431564331	5.52469205856323	2.66203910380011	23
232	245	4.08602599302928	11.2735846042633	1.59295701980591	3.06930017471313	2.69300716459647	12
233	246	6.44754256010056	16.7836689949036	1.66172504425049	5.1529324054718	4.13939560453426	20
234	247	3.48855434764515	9.3389892578125	1.69029474258423	2.54260396957397	2.3620027304943	11
235	248	5.3114004351876	11.6443586349487	2.51782512664795	4.10589957237244	2.88651797652988	11
236	249	4.77024399150502	9.25197768211365	2.0394504070282	4.04242753982544	2.25495813203236	11
237	250	6.15530701117082	12.6609599590302	1.69046258926392	4.12884068489075	4.11050161189174	11
238	251	3.48516509268019	6.01876544952393	2.22158336639404	3.37661576271057	1.27406987713678	9
239	252	6.90155087817799	17.6369395256042	3.31321215629578	5.63859844207764	4.42659117418727	11
240	253	4.06199758703058	6.36076760292053	1.72063422203064	3.71642327308655	1.55287642307148	11
241	254	8.10519451361436	17.233146905899	1.91747403144836	7.16279911994934	4.59339903844183	13
242	255	3.27785654862722	5.11611151695251	1.81885004043579	2.67438149452209	1.45436450917888	6
243	256	7.32573597771781	11.9212715625763	1.90781092643738	6.55119800567627	3.8666727104493	14
244	257	5.81898551517063	10.7087614536285	1.64632201194763	6.58829021453857	3.14604487093453	9
245	258	7.04905070861181	21.9026913642883	2.49268984794617	6.08733510971069	4.98852381317573	12
246	259	4.94454637169838	9.02158689498901	2.12756133079529	4.6052553653717	2.74147929164113	8
247	260	4.38605444771903	9.3816499710083	1.91471815109253	3.52390599250793	2.44454592661792	7
248	261	5.73277974128723	12.0476770401001	2.47299766540527	5.93887567520142	2.95233918906341	9
249	262	5.39204439750084	10.4084680080414	2.07326865196228	6.0930552482605	2.61632388685272	13
250	263	5.37311410903931	5.37311410903931	5.37311410903931	5.37311410903931	NA	1
251	264	5.93775588274002	15.0844643115997	3.25496125221252	3.70818424224854	4.1670522093604	8
252	265	4.64473406473796	10.0650556087494	1.97108936309814	3.41498827934265	3.03158994700395	9
253	266	7.42758839130402	14.8490777015686	5.17839574813843	6.54622316360474	2.83196582369229	10
254	267	4.83844477789743	7.67946934700012	3.17467141151428	3.56162643432617	1.86674973387584	7
255	268	7.33699753705193	13.8409526348114	2.35416221618652	6.78731298446655	3.54295707364112	17
256	269	5.83711485068003	8.02114820480347	3.40444302558899	5.95409548282623	1.6990110051078	6
257	270	5.25551784038544	12.2035164833069	1.99919152259827	4.04919922351837	3.00041148423537	10
258	271	4.98816339174906	7.19792079925537	3.00213432312012	4.7644350528717	2.1068214958896	3
259	272	5.730778031879	9.14739155769348	2.04516744613647	4.48786425590515	2.5935979145338	9
260	273	6.72835612297058	11.3616623878479	3.09761023521423	6.08822870254517	3.49769966617273	5
261	274	6.30728062987328	10.1452715396881	4.24717545509338	5.77298128604889	1.89286499938565	8
262	275	4.63392245769501	8.52834296226501	2.93325614929199	3.53704535961151	2.62426187964993	4
263	276	6.98608572142465	12.6045291423798	3.44727444648743	6.03683423995972	3.37665408731248	7
264	277	5.587173640728	10.0763728618622	3.26690244674683	4.1911895275116	2.71708347343428	8
265	278	8.08399397134781	16.5926697254181	4.11902022361755	5.8121429681778	5.81370877137641	4
266	280	5.2423763010237	8.48752093315125	3.62449383735657	5.17842197418213	1.53464493132385	9
267	281	12.6362606048584	18.3104193210602	7.49581122398376	10.8563113212585	4.63026009678448	5
268	282	6.42288343111674	9.22697973251343	4.17026448249817	5.87140607833862	2.57306971007483	3
269	283	4.70874621470769	7.81079006195068	1.76119661331177	4.24500703811646	1.97398803800675	12
270	284	6.55676756586347	14.2037763595581	2.22272205352783	3.85321545600891	4.59508073513613	7
271	285	4.45027098655701	8.0942485332489	2.8102662563324	3.68427085876465	2.10567956793311	5
272	286	6.81348334039961	14.1381456851959	2.24123430252075	5.96453464031219	3.91909259181902	14
273	287	6.447181224823	13.9292480945587	1.94774770736694	4.95586454868317	5.23866981259572	4
274	288	9.49209707975388	16.1327614784241	2.69766473770142	9.56898105144501	6.15011869500258	4
275	289	5.86790788173676	6.47114610671997	5.26466965675354	5.86790788173676	0.853107679113136	2
276	290	4.90668978691101	8.17653369903564	3.35566568374634	3.49223041534424	2.15262321959149	5
277	291	4.26975321769714	4.88120579719543	3.43548107147217	4.38116300106049	0.616352073304439	4
278	292	4.06373421351115	4.91176795959473	2.59660172462463	4.68283295631409	1.27571984145875	3
279	293	8.86345562568078	24.8201003074646	3.79251456260681	7.60612273216248	5.66442973560409	13
280	294	6.00609767436981	16.0994901657104	2.48367190361023	4.67921137809753	4.03294998120041	12
